id,categoriaActual,descripcion,unidad,rubroPropuesto,subrubroPropuesto,tipoIntervencionPropuesto,sistemaConstructivoPropuesto,alcancePropuesto,especialidadPropuesta,confianza,requiereRevisionHumana,observacion
164,Sanitario,Trampa de grasa 30L (inst.),unidad,Alcantarillado y drenaje,Alcantarillado domiciliario,Obra nueva,No aplica / mixto,Suministro e instalación,Ingeniería sanitaria,media,true,Rubro corregido respecto de la categoría actual original (ver DICCIONARIO_TAXONOMICO_ECP.json > overridesAplicados).
165,Sanitario,"Llave de paso esfera 3/4"" (reemplazo)",unidad,Instalaciones sanitarias,Sanitario,Reposición,No aplica / mixto,Suministro e instalación,Ingeniería sanitaria,alta,false,Subrubro heredado de la categoría actual (sin coincidencia de palabra clave más específica).
166,Sanitario,"Medidor agua fría 1/2"" + conexión",unidad,Instalaciones sanitarias,Agua potable,Obra nueva,No aplica / mixto,Subcontrato,Ingeniería sanitaria,alta,false,
167,Sanitario,Estanque elevado 500L + estructura,unidad,Instalaciones sanitarias,Sanitario,Obra nueva,No aplica / mixto,Subcontrato,Ingeniería sanitaria,alta,false,Subrubro heredado de la categoría actual (sin coincidencia de palabra clave más específica).
170,Obras Provisorias,Bodega de faena 3x3m (arm.+desarm.),unidad,Obras preliminares,Instalaciones de faena,Obra nueva,No aplica / mixto,Suministro e instalación,Administración de obra,alta,false,Rubro corregido respecto de la categoría actual original (ver DICCIONARIO_TAXONOMICO_ECP.json > overridesAplicados).
171,Obras Provisorias,Cerco perimetral obras (inst.+retiro),ml,Obras preliminares,Instalaciones de faena,Obra nueva,No aplica / mixto,Suministro e instalación,Administración de obra,alta,false,Rubro corregido respecto de la categoría actual original (ver DICCIONARIO_TAXONOMICO_ECP.json > overridesAplicados).
172,Obras Provisorias,Letrero de obra 1.2x2.4m,unidad,Obras preliminares,Instalaciones de faena,Obra nueva,No aplica / mixto,Suministro e instalación,Administración de obra,alta,false,Rubro corregido respecto de la categoría actual original (ver DICCIONARIO_TAXONOMICO_ECP.json > overridesAplicados).
173,Obras Provisorias,Baño químico arrendado (mes),mes,Obras preliminares,Instalaciones de faena,Obra nueva,No aplica / mixto,Subcontrato,Administración de obra,alta,false,Rubro corregido respecto de la categoría actual original (ver DICCIONARIO_TAXONOMICO_ECP.json > overridesAplicados).
174,Obras Provisorias,Instalación eléctrica provisoria faena,gl,Obras preliminares,Instalaciones de faena,Obra nueva,No aplica / mixto,Suministro e instalación,Administración de obra,alta,false,Rubro corregido respecto de la categoría actual original (ver DICCIONARIO_TAXONOMICO_ECP.json > overridesAplicados).
175,Obras Provisorias,Agua provisoria faena (conexión+punto),gl,Obras preliminares,Instalaciones de faena,Obra nueva,No aplica / mixto,Subcontrato,Administración de obra,alta,false,Rubro corregido respecto de la categoría actual original (ver DICCIONARIO_TAXONOMICO_ECP.json > overridesAplicados).
180,Pavimentos,Asfalto frío reparación bacheo,m²,Obras exteriores y urbanización,Pavimentos y vialidad,Reparación,No aplica / mixto,Suministro e instalación,Urbanización,alta,false,
181,Pavimentos,Sello bituminoso doble tratamiento,m²,Obras exteriores y urbanización,Pavimentos,Obra nueva,No aplica / mixto,Suministro e instalación,Urbanización,alta,false,Subrubro heredado de la categoría actual (sin coincidencia de palabra clave más específica).
182,Pavimentos,Carpeta asfáltica caliente 5cm (subcontr.),m²,Obras exteriores y urbanización,Pavimentos y vialidad,Obra nueva,No aplica / mixto,Subcontrato,Urbanización,alta,false,
183,Pavimentos,Base estabilizada granular 15cm,m²,Obras exteriores y urbanización,Pavimentos,Obra nueva,No aplica / mixto,Suministro e instalación,Urbanización,alta,false,Subrubro heredado de la categoría actual (sin coincidencia de palabra clave más específica).
184,Pavimentos,Señalética horizontal pintura vial,ml,Obras exteriores y urbanización,Pinturas,Obra nueva,No aplica / mixto,Suministro e instalación,Urbanización,alta,false,
185,Pavimentos,Tachón reflectante (inst.),unidad,Obras exteriores y urbanización,Pavimentos y vialidad,Obra nueva,No aplica / mixto,Suministro e instalación,Urbanización,alta,false,
186,Pavimentos,Berma HEB/piedra bolón,ml,Obras exteriores y urbanización,Pavimentos y vialidad,Obra nueva,No aplica / mixto,Subcontrato,Urbanización,alta,false,
187,Piscinas,Excavación piscina (maquinaria),m³,Piscinas,Movimiento de tierras,Obra nueva,No aplica / mixto,Subcontrato,Piscinas,alta,false,
188,Piscinas,Estructura hormigón armado piscina H-25,m³,Piscinas,Piscinas,Obra nueva,Hormigón armado,Subcontrato,Piscinas,alta,false,Subrubro heredado de la categoría actual (sin coincidencia de palabra clave más específica).
189,Piscinas,Impermeabilización piscina (membrana),m²,Piscinas,Piscinas,Obra nueva,No aplica / mixto,Subcontrato,Piscinas,alta,false,Subrubro heredado de la categoría actual (sin coincidencia de palabra clave más específica).
190,Piscinas,Revestimiento gresite/cerámico piscina,m²,Piscinas,Pisos,Obra nueva,Cerámico,Subcontrato,Piscinas,alta,false,
191,Piscinas,Sistema filtración + bomba (inst.),unidad,Piscinas,Piscinas,Obra nueva,No aplica / mixto,Subcontrato,Piscinas,alta,false,Subrubro heredado de la categoría actual (sin coincidencia de palabra clave más específica).
192,Piscinas,Iluminación subacuática LED (por punto),unidad,Piscinas,Iluminación,Obra nueva,No aplica / mixto,Subcontrato,Piscinas,alta,false,
193,Piscinas,Escalera acero inoxidable piscina,unidad,Piscinas,Piscinas,Obra nueva,No aplica / mixto,Subcontrato,Piscinas,alta,false,Subrubro heredado de la categoría actual (sin coincidencia de palabra clave más específica).
194,Piscinas,Vereda perimetral piscina hormigón,m²,Piscinas,Pavimentos y vialidad,Obra nueva,Hormigón,Suministro e instalación,Piscinas,alta,false,
195,Piscinas,Canaleta perimetral piscina (drenaje),ml,Piscinas,Piscinas,Obra nueva,No aplica / mixto,Subcontrato,Piscinas,alta,false,Subrubro heredado de la categoría actual (sin coincidencia de palabra clave más específica).
196,Áreas Exteriores,Quincho estructura madera (fabricación+inst.),m²,Obras exteriores y urbanización,Áreas Exteriores,Obra nueva,Madera,Subcontrato,Urbanización,alta,false,Subrubro heredado de la categoría actual (sin coincidencia de palabra clave más específica).
197,Áreas Exteriores,Quincho estructura metálica (fabricación+inst.),m²,Obras exteriores y urbanización,Áreas Exteriores,Obra nueva,Acero estructural,Subcontrato,Urbanización,alta,false,Subrubro heredado de la categoría actual (sin coincidencia de palabra clave más específica).
198,Áreas Exteriores,Cubierta zinc quincho/pérgola,m²,Obras exteriores y urbanización,Cubiertas y techumbres,Obra nueva,Zinc,Suministro e instalación,Urbanización,alta,false,
199,Áreas Exteriores,Pérgola madera tratada (fabricación+inst.),m²,Obras exteriores y urbanización,Áreas Exteriores,Obra nueva,Madera,Subcontrato,Urbanización,alta,false,Subrubro heredado de la categoría actual (sin coincidencia de palabra clave más específica).
200,Áreas Exteriores,Deck madera tratada exterior,m²,Obras exteriores y urbanización,Áreas Exteriores,Obra nueva,Madera,Subcontrato,Urbanización,alta,false,Subrubro heredado de la categoría actual (sin coincidencia de palabra clave más específica).
201,Áreas Exteriores,Deck composite (WPC) exterior,m²,Obras exteriores y urbanización,Áreas Exteriores,Obra nueva,No aplica / mixto,Subcontrato,Urbanización,alta,false,Subrubro heredado de la categoría actual (sin coincidencia de palabra clave más específica).
202,Áreas Exteriores,Terraza hormigón pulido exterior,m²,Obras exteriores y urbanización,Áreas Exteriores,Obra nueva,Hormigón,Suministro e instalación,Urbanización,alta,false,Subrubro heredado de la categoría actual (sin coincidencia de palabra clave más específica).
203,Áreas Exteriores,Pavimento adoquín jardín c/base,m²,Obras exteriores y urbanización,Pavimentos y vialidad,Obra nueva,No aplica / mixto,Suministro e instalación,Urbanización,alta,false,
204,Áreas Exteriores,Hormigón estampado/decorativo,m²,Obras exteriores y urbanización,Áreas Exteriores,Obra nueva,Hormigón,Subcontrato,Urbanización,alta,false,Subrubro heredado de la categoría actual (sin coincidencia de palabra clave más específica).
205,Áreas Exteriores,Gravilla volcánica decorativa e=5cm,m²,Obras exteriores y urbanización,Áreas Exteriores,Obra nueva,No aplica / mixto,Subcontrato,Urbanización,alta,false,Subrubro heredado de la categoría actual (sin coincidencia de palabra clave más específica).
206,Áreas Exteriores,Jardín (preparación terreno + pasto),m²,Paisajismo y riego,Áreas verdes y riego,Obra nueva,No aplica / mixto,Subcontrato,Paisajismo,alta,false,Rubro corregido respecto de la categoría actual original (ver DICCIONARIO_TAXONOMICO_ECP.json > overridesAplicados).
207,Áreas Exteriores,Sistema riego automático (por zona),unidad,Paisajismo y riego,Áreas verdes y riego,Obra nueva,No aplica / mixto,Subcontrato,Paisajismo,alta,false,Rubro corregido respecto de la categoría actual original (ver DICCIONARIO_TAXONOMICO_ECP.json > overridesAplicados).
208,Áreas Exteriores,Muro jardín albañilería decorativa,m²,Obras exteriores y urbanización,Áreas verdes y riego,Obra nueva,No aplica / mixto,Subcontrato,Urbanización,alta,false,
209,Áreas Exteriores,Iluminación exterior (por punto),unidad,Obras exteriores y urbanización,Iluminación,Obra nueva,No aplica / mixto,Subcontrato,Urbanización,alta,false,
210,Hormigón y Albañilería,Revalses (moldaje contorno radier),ml,Hormigón y fundaciones,Hormigón estructural,Obra nueva,No aplica / mixto,Suministro e instalación,Ingeniería estructural,alta,false,
211,Hormigón Armado,Enfierradura malla electrosoldada colocada,m²,Hormigón y fundaciones,Hormigón estructural,Obra nueva,Acero (malla/ACMA),Suministro e instalación,Ingeniería estructural,alta,false,
212,Impermeabilización,Impermeabilización bajo radier (polietileno),m²,Impermeabilización,Hormigón estructural,Obra nueva,No aplica / mixto,Suministro e instalación,Impermeabilización,alta,false,
213,Mov. de Tierras,Nivelación y compactación terreno (máquina),m²,Movimiento de tierras,Movimiento de tierras,Obra nueva,No aplica / mixto,Subcontrato,Ingeniería civil — movimiento de tierras,alta,false,
214,Hormigón y Albañilería,Revalses - solo mano de obra,ml,Hormigón y fundaciones,Hormigón y Albañilería,Obra nueva,No aplica / mixto,Solo mano de obra,Ingeniería estructural,alta,false,Subrubro heredado de la categoría actual (sin coincidencia de palabra clave más específica).
215,Hormigón Armado,Enfierradura malla electrosoldada - solo MO,m²,Hormigón y fundaciones,Hormigón estructural,Obra nueva,Acero (malla/ACMA),Solo mano de obra,Ingeniería estructural,alta,false,
216,Impermeabilización,Impermeabilización bajo radier - solo MO,m²,Impermeabilización,Hormigón estructural,Obra nueva,No aplica / mixto,Solo mano de obra,Impermeabilización,alta,false,
217,Mov. de Tierras,Nivelación y compactación terreno - solo MO,m²,Movimiento de tierras,Movimiento de tierras,Obra nueva,No aplica / mixto,Solo mano de obra,Ingeniería civil — movimiento de tierras,alta,false,
218,Hormigón y Albañilería,Radier H-20 e=8cm completo (exc+relleno+revalse+radier),m²,Hormigón y fundaciones,Movimiento de tierras,Obra nueva,No aplica / mixto,Subcontrato,Ingeniería estructural,alta,false,
219,Hormigón y Albañilería,Radier H-25 e=10cm armado completo,m²,Hormigón y fundaciones,Hormigón estructural,Obra nueva,Hormigón armado,Subcontrato,Ingeniería estructural,alta,false,
220,Instalaciones Sanitarias,Ducha + grifería termostática (inst.),unidad,Instalaciones sanitarias,Artefactos y grifería,Obra nueva,No aplica / mixto,Subcontrato,Ingeniería sanitaria,alta,false,
221,Instalaciones Sanitarias,Lavamanos + grifería (inst.),unidad,Instalaciones sanitarias,Artefactos y grifería,Obra nueva,No aplica / mixto,Suministro e instalación,Ingeniería sanitaria,alta,false,
222,Instalaciones Sanitarias,WC con bidet incluido (inst.),unidad,Instalaciones sanitarias,Artefactos y grifería,Obra nueva,No aplica / mixto,Subcontrato,Ingeniería sanitaria,alta,false,
223,Instalaciones Eléctricas,Cableado principal 4mm² (ml),ml,Instalaciones eléctricas,Cableado,Obra nueva,No aplica / mixto,Suministro e instalación,Ingeniería eléctrica,alta,false,
224,Techumbres,Reparación gotera techumbre zinc (parche),m²,Techumbres y aguas lluvias,Cubiertas y techumbres,Reparación,Zinc,Reparación parcial,Techumbres,alta,false,
226,Pisos,Cambio piso Vinílico (instalación),m²,Pisos y revestimientos,Pisos,Reposición,Vinílico,Suministro e instalación,Terminaciones,alta,false,Subrubro heredado de la categoría actual (sin coincidencia de palabra clave más específica).
227,Pisos,Cambio piso Vinílico (inc. retiro piso existente),m²,Pisos y revestimientos,Pisos,Reposición,Vinílico,Suministro e instalación,Terminaciones,alta,false,Subrubro heredado de la categoría actual (sin coincidencia de palabra clave más específica).
310,Servicios Generales,Visita Técnica / Diagnóstico,gl,Servicios profesionales,Visita técnica y diagnóstico,Servicio profesional,No aplica / mixto,Suministro e instalación,Servicios profesionales,alta,false,"Categoría actual ""Servicios Generales"" es transitoria/catch-all; reclasificado a nivel de partida. Rubro corregido respecto de la categoría actual original (ver DICCIONARIO_TAXONOMICO_ECP.json > overridesAplicados)."
311,Mantención Techumbres,Reparación filtración techumbre (parche/tapagoteras),gl,Techumbres y aguas lluvias,Cubiertas y techumbres,Mantención correctiva,No aplica / mixto,Reparación parcial,Techumbres,alta,false,
312,Mantención Techumbres,Limpieza y destape de canaletas y bajantes,ml,Techumbres y aguas lluvias,Canales y bajantes (aguas lluvias),Mantención correctiva,No aplica / mixto,Suministro e instalación,Techumbres,alta,false,Rubro corregido respecto de la categoría actual original (ver DICCIONARIO_TAXONOMICO_ECP.json > overridesAplicados).
313,Mantención Pintura,Lijado y pintura esmalte/anticorrosivo reja o portón,m²,Pinturas y recubrimientos,Pinturas,Mantención correctiva,No aplica / mixto,Suministro e instalación,Pintura,alta,false,
314,Mantención Sanitaria,Cambio herrajes / flotador estanque WC,unidad,Instalaciones sanitarias,Artefactos y grifería,Reposición,No aplica / mixto,Suministro e instalación,Ingeniería sanitaria,alta,false,
315,Mantención Sanitaria,Destape de WC o cámara de inspección domiciliaria,gl,Alcantarillado y drenaje,Alcantarillado domiciliario,Mantención correctiva,No aplica / mixto,Subcontrato,Ingeniería sanitaria,media,true,Rubro corregido respecto de la categoría actual original (ver DICCIONARIO_TAXONOMICO_ECP.json > overridesAplicados).
316,Mantención Sanitaria,Cambio de sifón lavamanos / lavaplatos,unidad,Instalaciones sanitarias,Artefactos y grifería,Reposición,No aplica / mixto,Suministro e instalación,Ingeniería sanitaria,alta,false,
317,Mantención Eléctrica,Detección cortocircuito y revisión tablero,gl,Instalaciones eléctricas,Tableros y protecciones eléctricas,Mantención correctiva,No aplica / mixto,Suministro e instalación,Ingeniería eléctrica,alta,false,
318,Mantención Eléctrica,Cambio de enchufe/interruptor en mal estado,unidad,Instalaciones eléctricas,Tomas e interruptores,Reposición,No aplica / mixto,Suministro e instalación,Ingeniería eléctrica,alta,false,
319,Reparaciones Generales,Cambio de chapa/cerradura puerta,unidad,"Puertas, ventanas y carpinterías",Cerrajería,Reposición,No aplica / mixto,Suministro e instalación,Carpintería / cerrajería,media,true,"Categoría actual ""Reparaciones Generales"" es transitoria/catch-all; reclasificado a nivel de partida. Rubro corregido respecto de la categoría actual original (ver DICCIONARIO_TAXONOMICO_ECP.json > overridesAplicados)."
320,Reparaciones Generales,Reparación parche yeso/empaste muro dañado,m²,Cielos y terminaciones,Empastes y terminaciones de muro,Reparación,No aplica / mixto,Reparación parcial,Terminaciones,media,true,"Categoría actual ""Reparaciones Generales"" es transitoria/catch-all; reclasificado a nivel de partida. Rubro corregido respecto de la categoría actual original (ver DICCIONARIO_TAXONOMICO_ECP.json > overridesAplicados)."
321,Obras Provisorias,Cierre provisorio de obra en placa OSB,ml,Obras preliminares,Instalaciones de faena,Obra nueva,No aplica / mixto,Suministro e instalación,Administración de obra,alta,false,Rubro corregido respecto de la categoría actual original (ver DICCIONARIO_TAXONOMICO_ECP.json > overridesAplicados).
322,Demolición,Demolición tabique liviano con retiro a botadero,m²,Demoliciones y desmontajes,Tabiquería,Demolición,No aplica / mixto,Desmontaje y retiro,Construcción general,alta,false,
323,Mov. de Tierras,"Excavación manual de fundación hasta 0,80 m",m³,Movimiento de tierras,Movimiento de tierras,Obra nueva,No aplica / mixto,Suministro e instalación,Ingeniería civil — movimiento de tierras,alta,false,
324,Hormigón Armado,Fundación aislada de hormigón armado,m³,Hormigón y fundaciones,Hormigón estructural,Obra nueva,Hormigón armado,Suministro e instalación,Ingeniería estructural,alta,false,
325,Hormigón Armado,Pilar de hormigón armado,m³,Hormigón y fundaciones,Hormigón estructural,Obra nueva,Hormigón armado,Suministro e instalación,Ingeniería estructural,alta,false,
326,Hormigón Armado,Viga de hormigón armado,m³,Hormigón y fundaciones,Hormigón estructural,Obra nueva,Hormigón armado,Suministro e instalación,Ingeniería estructural,alta,false,
327,Fachadas y Vidrios,Muro cortina aluminio y vidrio termopanel,m²,Fachadas y cerramientos,Muro cortina,Obra nueva,Aluminio,Suministro e instalación,Fachadas,alta,false,"Categoría actual ""Fachadas y Vidrios"" es transitoria/catch-all; reclasificado a nivel de partida. Rubro corregido respecto de la categoría actual original (ver DICCIONARIO_TAXONOMICO_ECP.json > overridesAplicados)."
328,Fachadas y Vidrios,Ventana PVC termopanel instalada,m²,"Puertas, ventanas y carpinterías",Ventanas,Obra nueva,PVC,Suministro e instalación,Carpintería / cerrajería,media,true,"Categoría actual ""Fachadas y Vidrios"" es transitoria/catch-all; reclasificado a nivel de partida. Rubro corregido respecto de la categoría actual original (ver DICCIONARIO_TAXONOMICO_ECP.json > overridesAplicados)."
329,Accesibilidad,Rampa accesible de hormigón con pasamanos,m²,Accesibilidad universal,Accesibilidad,Obra nueva,Hormigón,Suministro e instalación,Arquitectura / accesibilidad,alta,false,Subrubro heredado de la categoría actual (sin coincidencia de palabra clave más específica).
330,Accesibilidad,Pavimento podotáctil de alerta o avance,m²,Accesibilidad universal,Accesibilidad,Obra nueva,No aplica / mixto,Suministro e instalación,Arquitectura / accesibilidad,alta,false,Subrubro heredado de la categoría actual (sin coincidencia de palabra clave más específica).
331,Protección Incendio,Red húmeda interior completa por gabinete,unidad,Protección contra incendios,Protección contra incendios,Obra nueva,No aplica / mixto,Suministro e instalación,Protección contra incendios,alta,false,
332,Protección Incendio,Extintor PQS 6 kg instalado y señalizado,unidad,Protección contra incendios,Protección contra incendios,Obra nueva,No aplica / mixto,Suministro e instalación,Protección contra incendios,alta,false,
333,Protección Incendio,Puerta cortafuego F-60 instalada,unidad,Protección contra incendios,Puertas,Obra nueva,No aplica / mixto,Suministro e instalación,Protección contra incendios,alta,false,
334,Corrientes Débiles,Punto de red Cat 6 certificado,punto,Corrientes débiles y seguridad electrónica,Seguridad electrónica,Obra nueva,No aplica / mixto,Suministro e instalación,Electrónica / seguridad,alta,false,
335,Corrientes Débiles,Punto cámara CCTV IP canalizado,punto,Corrientes débiles y seguridad electrónica,Seguridad electrónica,Obra nueva,No aplica / mixto,Suministro e instalación,Electrónica / seguridad,alta,false,
336,Corrientes Débiles,Sistema citofonía o videoportero básico,unidad,Corrientes débiles y seguridad electrónica,Seguridad electrónica,Obra nueva,No aplica / mixto,Suministro e instalación,Electrónica / seguridad,alta,false,
337,Equipamiento,Mueble base de cocina melamina con cubierta,ml,Equipamiento y mobiliario,Cubiertas y techumbres,Obra nueva,Melamina,Suministro e instalación,Carpintería / mobiliario,alta,false,
338,Equipamiento,Mueble aéreo de cocina melamina,ml,Equipamiento y mobiliario,Mobiliario y equipamiento,Obra nueva,Melamina,Suministro e instalación,Carpintería / mobiliario,alta,false,
339,Equipamiento Comercial,Mesón de atención comercial laminado,ml,Equipamiento y mobiliario,Equipamiento Comercial,Obra nueva,No aplica / mixto,Suministro e instalación,Carpintería / mobiliario,alta,false,Subrubro heredado de la categoría actual (sin coincidencia de palabra clave más específica).
340,Eficiencia Energética,Sistema solar fotovoltaico on-grid 1 kWp,kWp,Aislación y eficiencia energética,Energía solar,Obra nueva,No aplica / mixto,Suministro e instalación,Eficiencia energética,alta,false,
341,Eficiencia Energética,Termo solar domiciliario 200 L instalado,unidad,Aislación y eficiencia energética,Energía solar,Obra nueva,No aplica / mixto,Suministro e instalación,Eficiencia energética,alta,false,
342,Mantención Preventiva,Mantención preventiva tablero eléctrico,unidad,Mantención general,Tableros y protecciones eléctricas,Mantención preventiva,No aplica / mixto,Suministro e instalación,Mantención,alta,false,
343,Mantención Preventiva,Limpieza y mantención equipo split mural,unidad,Mantención general,Climatización,Mantención preventiva,No aplica / mixto,Suministro e instalación,Mantención,alta,false,
344,Mantención Preventiva,Sellado preventivo de juntas y fisuras exteriores,ml,Mantención general,Mantención Preventiva,Mantención preventiva,No aplica / mixto,Suministro e instalación,Mantención,alta,false,Subrubro heredado de la categoría actual (sin coincidencia de palabra clave más específica).
345,Demolición,"Demolición controlada cierre pandereta H=2,0 m",m²,Demoliciones y desmontajes,Demoliciones,Demolición,No aplica / mixto,Desmontaje y retiro,Construcción general,alta,false,
346,Demolición,Retiro poste hormigón prefabricado de cierre,unidad,Demoliciones y desmontajes,Retiro y transporte de escombros,Desmontaje,Hormigón,Desmontaje y retiro,Construcción general,alta,false,
347,Demolición,Demolición selectiva dado de fundación existente,unidad,Demoliciones y desmontajes,Hormigón estructural,Demolición,Hormigón,Desmontaje y retiro,Construcción general,alta,false,
348,Retiro de Escombros,Traslado interno de escombros en pendiente hasta 25 m,m³,Demoliciones y desmontajes,Retiro y transporte de escombros,Desmontaje,No aplica / mixto,Desmontaje y retiro,Construcción general,alta,false,
349,Retiro de Escombros,Retiro escombros camión tolva con carguío y botadero,viaje,Demoliciones y desmontajes,Retiro y transporte de escombros,Desmontaje,No aplica / mixto,Subcontrato,Construcción general,alta,false,
350,Estructuras Metálicas,Reutilización dado existente con platina y anclaje químico,unidad,Estructuras metálicas,Artefactos y grifería,Obra nueva,Acero estructural,Suministro e instalación,Ingeniería estructural / metalmecánica,alta,false,
351,Hormigón y Albañilería,Fundación nueva para poste metálico de cierre,unidad,Hormigón y fundaciones,Hormigón estructural,Obra nueva,Hormigón,Suministro e instalación,Ingeniería estructural,alta,false,
352,Estructuras Metálicas,Poste perfil acero 40x40x4 mm fabricado e instalado,unidad,Estructuras metálicas,Estructuras Metálicas,Obra nueva,Acero estructural,Fabricación e instalación,Ingeniería estructural / metalmecánica,alta,false,Subrubro heredado de la categoría actual (sin coincidencia de palabra clave más específica).
353,Estructuras Metálicas,"Paño malla ACMA 1G 3,00x1,85 m marco ángulo 25x25x3 mm",unidad,Estructuras metálicas,Cierres y muros perimetrales,Obra nueva,Acero (malla/ACMA),Suministro e instalación,Ingeniería estructural / metalmecánica,alta,false,
354,Estructuras Metálicas,"Paño malla ACMA 1G 3,00x1,85 m marco ángulo 25x25x4 mm",unidad,Estructuras metálicas,Cierres y muros perimetrales,Obra nueva,Acero (malla/ACMA),Suministro e instalación,Ingeniería estructural / metalmecánica,alta,false,
355,Estructuras Metálicas,"Paño corto escalonado malla ACMA 1G 1,50x1,85 m marco 3 mm",unidad,Estructuras metálicas,Cierres y muros perimetrales,Obra nueva,Acero (malla/ACMA),Suministro e instalación,Ingeniería estructural / metalmecánica,alta,false,
356,Estructuras Metálicas,"Paño corto escalonado malla ACMA 1G 1,50x1,85 m marco 4 mm",unidad,Estructuras metálicas,Cierres y muros perimetrales,Obra nueva,Acero (malla/ACMA),Suministro e instalación,Ingeniería estructural / metalmecánica,alta,false,
357,Obras Exteriores,Limpieza y perfilado final de franja de cierre,ml,Obras exteriores y urbanización,Obras Exteriores,Obra nueva,No aplica / mixto,Suministro e instalación,Urbanización,alta,false,Subrubro heredado de la categoría actual (sin coincidencia de palabra clave más específica).
358,Estructuras Metálicas,Cierre Acmafor 3D 2.5m verde c/postes,ml,Estructuras metálicas,Cierres y muros perimetrales,Obra nueva,Acero (malla/ACMA),Suministro e instalación,Ingeniería estructural / metalmecánica,alta,false,
359,Mantención Pintura,Repintado interior con tratamiento de humedad/hongos,m²,Pinturas y recubrimientos,Pinturas,Mantención correctiva,No aplica / mixto,Suministro e instalación,Pintura,alta,false,
360,Mantención Pintura,Pintura de cielo americano o placa yeso-cartón,m²,Pinturas y recubrimientos,Cielos,Mantención correctiva,No aplica / mixto,Suministro e instalación,Pintura,alta,false,
361,Mantención Pintura,Lavado a presión y pintura de fachada exterior,m²,Pinturas y recubrimientos,Pinturas,Mantención correctiva,No aplica / mixto,Suministro e instalación,Pintura,alta,false,
362,Servicios Generales,Limpieza fina post obra o entrega,m²,"Limpieza, pruebas y entrega",Limpieza final de obra,Obra nueva,No aplica / mixto,Suministro e instalación,Servicios generales de obra,alta,false,"Categoría actual ""Servicios Generales"" es transitoria/catch-all; reclasificado a nivel de partida. Rubro corregido respecto de la categoría actual original (ver DICCIONARIO_TAXONOMICO_ECP.json > overridesAplicados)."
363,Servicios Generales,Traslado y acarreo de mobiliario (mudanza interna),gl,Obras preliminares,Logística de obra,Obra nueva,No aplica / mixto,Suministro e instalación,Administración de obra,media,true,"Categoría actual ""Servicios Generales"" es transitoria/catch-all; reclasificado a nivel de partida. Rubro corregido respecto de la categoría actual original (ver DICCIONARIO_TAXONOMICO_ECP.json > overridesAplicados)."
364,Servicios Generales,Jornada adicional de especialista a trato,jornada,Servicios profesionales,Mano de obra a trato,Servicio profesional,No aplica / mixto,Solo mano de obra,Servicios profesionales,media,true,"Categoría actual ""Servicios Generales"" es transitoria/catch-all; reclasificado a nivel de partida. Rubro corregido respecto de la categoría actual original (ver DICCIONARIO_TAXONOMICO_ECP.json > overridesAplicados)."
365,Equipamiento Comercial,Letrero acrílico luminoso con letras corpóreas,m²,Equipamiento y mobiliario,Mobiliario y equipamiento,Obra nueva,No aplica / mixto,Subcontrato,Carpintería / mobiliario,alta,false,
366,Equipamiento Comercial,Vitrina exhibidora de melamina con vidrio,ml,Equipamiento y mobiliario,Mobiliario y equipamiento,Obra nueva,Vidrio,Suministro e instalación,Carpintería / mobiliario,alta,false,
367,Equipamiento Comercial,Mueble para punto de venta o caja registradora,unidad,Equipamiento y mobiliario,Mobiliario y equipamiento,Obra nueva,No aplica / mixto,Suministro e instalación,Carpintería / mobiliario,alta,false,
368,Instalaciones Sanitarias,Instalación de WC estándar con cisterna,unidad,Instalaciones sanitarias,Artefactos y grifería,Obra nueva,No aplica / mixto,Suministro e instalación,Ingeniería sanitaria,alta,false,
369,Instalaciones Sanitarias,Instalación de ducha con mezcladora simple,unidad,Instalaciones sanitarias,Artefactos y grifería,Obra nueva,No aplica / mixto,Suministro e instalación,Ingeniería sanitaria,alta,false,
370,Instalaciones Sanitarias,Instalación de tina o bañera,unidad,Instalaciones sanitarias,Artefactos y grifería,Obra nueva,No aplica / mixto,Suministro e instalación,Ingeniería sanitaria,alta,false,
371,Instalaciones Sanitarias,Ampliación de red de desagüe PVC interior,ml,Alcantarillado y drenaje,Alcantarillado domiciliario,Ampliación,PVC,Suministro e instalación,Ingeniería sanitaria,media,true,Rubro corregido respecto de la categoría actual original (ver DICCIONARIO_TAXONOMICO_ECP.json > overridesAplicados).
372,Gas,Instalación de calefont a gas 10L,unidad,Instalaciones de gas,Redes de gas,Obra nueva,No aplica / mixto,Suministro e instalación,Gasfitería certificada,alta,false,
373,Gas,Ampliación de red de gas residencial en cobre,ml,Instalaciones de gas,Redes de gas,Ampliación,Cobre,Suministro e instalación,Gasfitería certificada,alta,false,
374,Gas,Instalación de regulador y manguera de gas licuado,unidad,Instalaciones de gas,Redes de gas,Obra nueva,No aplica / mixto,Suministro e instalación,Gasfitería certificada,alta,false,
375,Gas,Instalación de detector de gas GLP,unidad,Instalaciones de gas,Redes de gas,Obra nueva,No aplica / mixto,Suministro e instalación,Gasfitería certificada,alta,false,
376,Instalaciones Eléctricas,Tablero de distribución 4 circuitos,unidad,Instalaciones eléctricas,Tableros y protecciones eléctricas,Obra nueva,No aplica / mixto,Suministro e instalación,Ingeniería eléctrica,alta,false,
